,loss,accuracy,val_loss,val_accuracy
27,0.8586103916168213,0.6502603888511658,0.9067555665969849,0.6273659467697144
28,0.8611543774604797,0.6498110294342041,0.9068057537078857,0.6282119154930115
29,0.8574201464653015,0.6514498591423035,0.904030442237854,0.6286348700523376
30,0.8577594757080078,0.651423454284668,0.9038555026054382,0.6281061768531799
31,0.8563138246536255,0.6521106958389282,0.9052769541740417,0.6268372535705566
32,0.8557963371276855,0.6531151533126831,0.9059901833534241,0.6296923160552979
33,0.8517504334449768,0.6547804474830627,0.9055585265159607,0.6263085603713989
34,0.8521387577056885,0.6552826762199402,0.9074512720108032,0.6238765120506287
35,0.8497442007064819,0.6555734872817993,0.9057241678237915,0.6253568530082703
36,0.8518437147140503,0.6534852385520935,0.9050287008285522,0.624722421169281
37,0.8484175801277161,0.6562078595161438,0.9057137370109558,0.6263085603713989
38,0.8450547456741333,0.6557849645614624,0.9062181711196899,0.6260970830917358
39,0.8443318009376526,0.6564722061157227,0.9043635725975037,0.626520037651062
40,0.8462352752685547,0.6564722061157227,0.9046030640602112,0.6251453757286072
41,0.8439062237739563,0.6567365527153015,0.9044526815414429,0.6269429922103882
42,0.8428177833557129,0.6573973894119263,0.9043281674385071,0.6280004382133484
43,0.8438392877578735,0.6586925983428955,0.9048728942871094,0.6272602081298828
44,0.8396337032318115,0.6606751084327698,0.905058741569519,0.6289520859718323
45,0.8405907154083252,0.658058226108551,0.903609037399292,0.6240879893302917
46,0.8388180732727051,0.6615209579467773,0.9046481847763062,0.6266257762908936
47,0.838304340839386,0.6580053567886353,0.90652996301651,0.6249338984489441
48,0.8375661969184875,0.6598027944564819,0.9045074582099915,0.626520037651062
49,0.835947573184967,0.6627897620201111,0.9041475653648376,0.6273659467697144
50,0.8340755701065063,0.6623932719230652,0.9039369821548462,0.6253568530082703
51,0.8360486626625061,0.6572123169898987,0.9038277268409729,0.6270487308502197
52,0.8347373604774475,0.6621553897857666,0.9043707847595215,0.6264142990112305
53,0.8331856727600098,0.6620760560035706,0.9040482044219971,0.6276832222938538
54,0.8331281542778015,0.6617060303688049,0.9050350785255432,0.6252511143684387
55,0.8324885368347168,0.6641378998756409,0.9044719338417053,0.6269429922103882
56,0.8302789330482483,0.6617324352264404,0.9047979116439819,0.6252511143684387
57,0.8315166234970093,0.6643229126930237,0.9028789401054382,0.6286348700523376
58,0.8294804096221924,0.6645607948303223,0.9062636494636536,0.6253568530082703
59,0.8267961144447327,0.6643229126930237,0.904945969581604,0.6257798671722412
60,0.8301470875740051,0.6622346639633179,0.9049095511436462,0.6286348700523376
61,0.8291023373603821,0.6640321612358093,0.9047487378120422,0.6240879893302917
62,0.8252156972885132,0.6650101542472839,0.9054877161979675,0.6267315149307251
63,0.8280842304229736,0.6630541086196899,0.9046630263328552,0.6267315149307251
64,0.8268187046051025,0.6663846969604492,0.9043153524398804,0.6275774836540222
65,0.8242906928062439,0.6666754484176636,0.904837429523468,0.6271544694900513
66,0.8268986344337463,0.6651158928871155,0.906414270401001,0.6274716854095459
67,0.8230693936347961,0.6677857041358948,0.9044541716575623,0.6275774836540222
68,0.8222858905792236,0.6691601872444153,0.9045884013175964,0.6276832222938538
69,0.8251517415046692,0.6638470888137817,0.9054035544395447,0.6252511143684387
70,0.8241194486618042,0.666437566280365,0.9048178195953369,0.6287406086921692
71,0.8210894465446472,0.667864978313446,0.9047902822494507,0.6263085603713989
72,0.8218900561332703,0.6686315536499023,0.9059239029884338,0.6276832222938538
73,0.8190935850143433,0.6661732196807861,0.9056468605995178,0.6280004382133484
74,0.8165079355239868,0.6704554557800293,0.9061003923416138,0.6274716854095459
75,0.8215517401695251,0.667045533657074,0.9063864946365356,0.6264142990112305
76,0.8192315101623535,0.6689223051071167,0.9053381681442261,0.6296923160552979
77,0.8205742239952087,0.6667811870574951,0.9054461121559143,0.6267315149307251
78,0.8197111487388611,0.6708519458770752,0.905765175819397,0.6278946995735168
79,0.8189944624900818,0.6705083250999451,0.9054189324378967,0.6267315149307251
80,0.816705048084259,0.6700853705406189,0.9056726694107056,0.6282119154930115
81,0.8180497884750366,0.6711691617965698,0.9062713980674744,0.6268372535705566
82,0.8162617087364197,0.6693716645240784,0.9059799909591675,0.6284233927726746
83,0.8172196745872498,0.6686050891876221,0.9060357213020325,0.6291635632514954
84,0.814710259437561,0.6712484359741211,0.9062042832374573,0.628317654132843
85,0.8132008910179138,0.6702439785003662,0.9062259197235107,0.6275774836540222
86,0.8135251402854919,0.6697946190834045,0.9071563482284546,0.6263085603713989
87,0.8140366673469543,0.6720414757728577,0.9071235060691833,0.6266257762908936
88,0.8136278986930847,0.6714599132537842,0.9057275056838989,0.6284233927726746
89,0.813814103603363,0.6734424233436584,0.9064432978630066,0.6280004382133484
90,0.8145859837532043,0.6724115014076233,0.9067181944847107,0.626520037651062
91,0.8110702633857727,0.6730194687843323,0.9067145586013794,0.6266257762908936
92,0.8120704293251038,0.6731780767440796,0.9067630171775818,0.6278946995735168
93,0.8105268478393555,0.6738653779029846,0.9066547751426697,0.6270487308502197
94,0.8110886812210083,0.671724259853363,0.907364010810852,0.6275774836540222
95,0.8092986345291138,0.673072338104248,0.9071696400642395,0.6273659467697144
96,0.8101388812065125,0.6722000241279602,0.9066504836082458,0.6277889609336853
97,0.8095582723617554,0.6725965738296509,0.9073101282119751,0.6280004382133484
98,0.8083481192588806,0.6759271621704102,0.9072616696357727,0.6287406086921692
99,0.8081008791923523,0.6738917827606201,0.9068006277084351,0.6284233927726746
