,loss,accuracy,val_loss,val_accuracy
0,1.2047523260116577,0.4784964621067047,1.080106258392334,0.5489055514335632
1,1.0323344469070435,0.5721498131752014,0.9786264300346375,0.5980755090713501
2,0.9832742810249329,0.5955697894096375,0.9559792280197144,0.6100243330001831
3,0.9557543992996216,0.6061431169509888,0.9438654780387878,0.6142539978027344
4,0.9412667751312256,0.6137294769287109,0.9426602721214294,0.6141482591629028
5,0.9327980875968933,0.6169014573097229,0.9297085404396057,0.6194353103637695
6,0.9221413135528564,0.6239063143730164,0.9247656464576721,0.621127188205719
7,0.9163224697113037,0.6259152293205261,0.9243108034133911,0.6214444041252136
8,0.9111449122428894,0.6282942295074463,0.9205620288848877,0.6218674182891846
9,0.9061497449874878,0.6279242038726807,0.9165157079696655,0.6218674182891846
10,0.9006950855255127,0.6323649883270264,0.9125410914421082,0.6249338984489441
11,0.8979960083961487,0.6316512823104858,0.9142975211143494,0.6252511143684387
12,0.8961573243141174,0.63532555103302,0.9137837886810303,0.6239822506904602
13,0.8910403847694397,0.6358277797698975,0.9100881218910217,0.6246166825294495
14,0.8883981108665466,0.6373080015182495,0.9119449853897095,0.6264142990112305
15,0.8848294615745544,0.6388940215110779,0.9109060168266296,0.6242994666099548
16,0.8829898834228516,0.641061544418335,0.911011815071106,0.6272602081298828
17,0.8813388347625732,0.6415373682975769,0.9071503281593323,0.6264142990112305
18,0.8780707120895386,0.643176257610321,0.9102534055709839,0.6271544694900513
19,0.8779339790344238,0.6419603228569031,0.9112544655799866,0.6268372535705566
20,0.8722653985023499,0.6444978713989258,0.9080458283424377,0.6260970830917358
21,0.8708457350730896,0.6438899040222168,0.9081588387489319,0.6256741285324097
22,0.8717861771583557,0.6457666754722595,0.9072414040565491,0.6281061768531799
23,0.8676275610923767,0.647696316242218,0.9070209860801697,0.6276832222938538
24,0.8658379316329956,0.6493880748748779,0.9065233469009399,0.6252511143684387
25,0.8655057549476624,0.6480399966239929,0.9069899916648865,0.6253568530082703
26,0.8615640997886658,0.648383617401123,0.9028246402740479,0.6278946995735168
